Suburb,Location,Main risk,Supports,Description,Longitude,Latitude
"Alfred Cove","Canning Hwy & Norma Rd, Alfred Cove","Little chance to turn/cross traffic",35,"",115.8213418722,-32.0296692407
"Perth (WA)","2 & Murray St, Perth","Little chance to turn/cross traffic",10,"",115.8495104313,-31.9497703115
"Secret Harbour","1 & Anstey Rd, Karnup","Other",2,"The turning lane on Mandurah Rd turning right on to Anstey Rd is too short. You cannot stop safely without reducing your speed limit to 80 before entering the turning lane, which forces other traffic to slow down and not be able to maintain the 100km speed limit. Trying to reduce speed after getting into turning lane can cause cars to skid and potentially lose control because part of lane is slippery. Turning lane needs to be longer or anti skid surfacing is required (longer lane preferred)",115.7738828659,-32.4057670845
"Trigg","Bennion St & Mettam St, Trigg","Distraction issues",0,"People do not understand what a no standing sign means and park illegally reducing visibility at the intersection",115.7538896799,-31.8718222804
"Narrikup","30, Narrikup","Lacks overtaking opportunities",2,"There has been lots of accidents including fatalities on this section of road. The overtaking lane starts south of Jackson Rd and people start to build up speed to ensure they can overtake, however there are 2 roads east & west of Albany Hwy where people need to turn off. The overtaking lane further south should have started before Hannan Way & Jackson Rd, or at least have a vehicle lane for turning traffic to Jackson Rd.",117.7093648911,-34.7732390053
"Mount Barker (WA)","30, Mount Barker","Lacks overtaking opportunities",1,"The overtaking lane north of Mt Barker ends TOO SOON for vehicles to overtake safely and within the speed limit. Consequently vehicles bank up going up the hill with no opportunity to overtake for at least 5 - 10kms. Poor design. To use the overtaking lane you pretty much have to speed up prior to the open speed limit of 110km and the remainder of the overtaking lane is extremely short in length to overtake at 110km.",117.655017972,-34.5975846584
"Allanson","Coalfields Rd, Allanson","Other",2,"not enough space for vehicles to pass if turning right off the highway. While waiting to turn right onto Rose road I was nearly taken out by a truck trying to squeeze past. This happens regularly and there are multiple roads and driveways along this stretch of Highway all have the same issues",116.0866928101,-33.3382728875
"Caversham","203 & 3, Caversham","Tight curves or blind crests",2,"When facing north on West Swan Rd and taking a right turn onto Reid Highway (heading east), the turn right arrow turns off allowing those turning right to turn (but give way). In peak hour traffic every single time this happens 2-3 cars run a red light. Also, the traffic they are giving way to is going 70kmph through the intersection and going around a tight bend on a Crest - it is incredibly difficult to see which lane cars are in and easy to make mistake. It's very stressful turning right here",115.9866115284,-31.8638303311
"Inglewood (WA)","Beaufort St, Inglewood","Unsafe or poor pedestrian crossing",3,"Cars, buses and trucks  running red light at pedestrian crossing. Cars being rear ended. Pedestrians at risk of being hit.",115.885835588,-31.9213947187
"Edgewater","2, Edgewater","Other",1,"This section of the freeway is a nightmare. The traffic often slows to less than 40km or comes to a standstill outside of peak times & on the weekend. The merge points at the Ocean Reef and Whitfords on-ramps are a major cause of the traffic delays. I feel that the curve of the road near Currambine station & lack of visibility ahead caused by guard rails & the station add to the congestion. The road surface is well overdue to be refinished. Widen this section of the freeway to address all points",115.7791239023,-31.7723191882
"East Victoria Park","Shepperton Rd & Somerset St, East Victoria Park","Area requires lights/roundabout",1,"Vehicles from two lanes at Shepperton Road lights have to merge quickly and then some want to turn right but have to veer slightly to left as there is a chicane, so they turn into the path of vehicles continuing along Oats Street",115.9108257294,-31.9886046694
"Keralup","Kwinana Freeway","Vehicles travel over the speed limit",0,"Dickheads on the road tailgating speeding at the same time deliberately traveling to slow in right hand lane making sure you can do speed limit or overtake",115.81993103030003,-32.4112696987
"Mundaring","Coppin Rd & Phillips Rd, Mundaring","Vegetation/objects block visibility",0,"Recent fatality at intersection.Poor visibility. This is the road into the tip. It is narrow and turning in to this road can be tight with a trailer. Poor visibility when coming out of Coppin road to Phillips Road. Clear vegetation,make Coppin road at this point wider.",116.1517310143,-31.9057782618
"Balingup","1, Balingup","Other",0,"The South West Highway between Greenbushes and Bunbury has become a conveyorbelt for the Tailison Lithum mine in Greenbushses. And the number of tandem trucks that travel on the road will more than trebel once the mine upgrade is complete. This is going to make the road even more unsafe. Yet there is a rail line that remains unsused, running beside the road. Upgrade the rail and get the trucks off the road.",116.0046386719,-33.798549978
"Boulder","Burt St & Gatacre Dr, Boulder","Tight curves or blind crests",3,"Accident, Cars going too fast (Screeching brakes), Distracted Drivers looking at Planes at the Airport, Narrow and Tight Turn for all vehicles. Large Buses, Mining Trucks, No Footpath on Airport Side. Planes flying low. Heavy congestion school times and work hours. Pedestrians close to traffic",121.4647713304,-30.7819004635
"Shannon (WA)","1, North Walpole","Narrow road, lanes or bridges",2,"I have been passenger on the stretch of road between Manjimup and Walpole for my entire life and refuse to drive it. The road is far too narrow, speed limit too high for the road, and travelling these high speeds on such a low quality road around bends is a major road safety issue. Other issues I have experienced are speeding impatient drivers and kangaroo near misses at night time.",116.4562797546,-34.6186584829
"West Perth","65 & George St, West Perth","Other",16,"Ciclyists running red lights every day on the way to work. This is not isolated to this intersection however it is widespread.",115.8493729955,-31.9485228425
"William Bay","2535-2603 South Coast Hwy, William Bay","Narrow road, lanes or bridges",1,"I grew up with my parents driving this stretch of road between Walpole and Denmark. The road is too narrow for the high speeds, and the bends in the forested areas are dangerous. This is coupled with the issue of the road being a high tourist traffic area, being a wine region. During the holiday months, a high load of tourist traffic (including caravans) use the area, many of whom are unaware of how to drive to conditions.",117.2209024429,-34.9913669575
"Scotsdale","Denmark-Mount Barker Rd, Hay","Narrow road, lanes or bridges",1,"This is a route between Mount Barker and Denmark which I have been through many times with my parents during my childhood. The road quality is atrocious for the high speeds. If I have the choice to drive via SW Hwy or Albany Hwy, then I will actively avoid Albany Hwy due to Denmark-Mount Barker Rd. I legitimately prepare for death each time I travel on this road.",117.3805475235,-34.9428346785
"Broadwood","Gatacre Dr & Hart Kerspien Dr, Broadwood","Area requires lights/roundabout",0,"Trucks and Cars pulling out from Hart Kerspien Drive in front of other cars travelling 70kmh along Gatacre Drive. High volume traffic area given Airport Road, West Kalgoorlie Factories and school traffic. Kids walking to school can't cross the road as too many cars coming in and out. No footpath on Airport side of road. No safe place along Gatacre to pull over for emergencies or RAC towing",121.45176261660004,-30.776641807400008
"Welshpool (WA)","7 & 8, Welshpool","Vegetation/objects block visibility",0,"The off ramp from Welshpool Rd coming from airport is dangerous. The barrier on right us too high and the stop line is too far back. So you cannot see vehicles on Abernethy coming from the right.  I nearly got killed because my light turned green and started to move forward. But because some idiot ran the red light. But because my line of sight was blocked I couldn't see the danger. ",115.9348166369,-31.9859237734
"Seville Grove","Armadale Rd & Eighth Rd, Seville Grove","Little chance to turn/cross traffic",4,"",115.9836101532,-32.1468390092
"Marmion","Hasper Pl & Rountree Way, Marmion","Poor road markings or no edge-lines",0,"Many drivers come out onto Rountree Way from Hasper Place, Marmion without looking. Hasper Place is downhill. A 'Give Way' sign or Stop sign is needed at this intersection. I am aware of the danger of this intersection and always approach it when travelling along Rountree Way, but often cars come out in front of me. I have had several near misses. These include children on bicycles or skateboards. Someone will get killed at this intersection if they haven't already. It is a popular thoroughfare.",115.7579612732,-31.8399410071
"Leederville","61 & 72, Leederville","Poor road markings or no edge-lines",2,"The right turn facing north on Loftus has a very tight turn lane marking. The line extending forward isn't even a car length before turning right. So cars in left turn end up cutting across you!  The line needs extend at least another 2 metres forward before turning.. To give the right turn lane a chance to move before being cut off. ",115.8465748516,-31.936496836
"North Perth","56, Menora","Confusing layout",9,"Whoever designed this merging lane after coming through a major intersection needs their qualifications (if any) revoked. Incredibly dangerous road layout with very poor signage and nowhere to go if the guy next to you doesn't realise that the lanes merge. It is seriously a nightmare. I try to avoid it at all costs but maybe that was the idea. It must be a nightmare to live in the area with horns going and tyres squealing every day.",115.8596894145,-31.9241220332
"Victoria Park","30 & Miller St, East Victoria Park","Poorly timed traffic light system",6,"Heavily Congested",115.903613442,-31.9786850371
"Dianella","56 & Light St, Dianella","Narrow road, lanes or bridges",1,"Turning from Light street right onto Alexander Drive is the issue. Road is narrow and hard to see oncoming traffic when turning right. Needs to have a light signal in the middle",115.8735966682,-31.8833700853
"Rossmoyne","Bull Creek Rd, Rossmoyne","Poor road surface quality",0,"East Bound right lanes of poor quality",115.8713455328,-32.0429809525
"Murdoch","13 & 2, Bateman","Poorly timed traffic light system",1,"Heavy congestion day long, public safety risk as Ambulances are heavily delayed crossing this bridge. ",115.850453372,-32.0658799862
"Palmyra (WA)","6-12 Absolon St, Palmyra","Little chance to turn/cross traffic",0,"Dangerous stock routes surrounding this street, no alternate exits",115.7911196048,-32.0513542636
"East Victoria Park","Albany Hwy, East Victoria Park","Little chance to turn/cross traffic",2,"Roundabout is not working, requires modification or traffic lights. ",115.9008271201,-31.9812535705
"Bedford","Beaufort St, Bedford","Other",0,"As people head north towards Grand Prom lights, if the lights to turn right are red, people turn right at Rosebery and use the side street as a thoroughfare to Railway Parade.  My suggestion is to have a No right turn at Rosebery (remove the no right turn at Salisbury Street nearby)  Alternatively I would suggest installing chicane in an effort to slow the traffic heading east over the hill on Rosebery as it is dangerous at high speed",115.8923614025,-31.9164065745
"Floreat","72, Floreat","Vehicles travel over the speed limit",1,"During peak hour, traffic travelling east on The Boulevard approach this roundabout at high speed making it difficult for vehicles to enter the roundabout safely from Grantham Street. This causes traffic build up. When there is a small opportunity to enter the roundabout it is necessary to do so with speed as even though there is no vehicle already in the roundabout traffic approaching are barely slowing down on approach. ",115.7906413078,-31.9343999582
"Bayswater (WA)","4, Bayswater","Other",2,"Negotiating a sharp bend at recommended speed of 40kph and then having to immediately merge into a 100kph lane on a bridge with heavy trucks usually using that lane.",115.9267454303,-31.9216982794
"Winthrop","1, Booragoon","Unsafe or poor pedestrian crossing",1,"Truck traffic is massively high in both directions. There is no safe crossing point even though the paths end at the roads edge.",115.8290183544,-32.0460012504
"Belmont (WA)","Alexander Rd & Hardey Rd, Belmont","Confusing layout",31,"Many cars do not stop at the stop sign.If you are not familiar with the intersection it is very confusion.",115.93958973886053,-31.951377073991175
"Booragoon","Andrea Ln, Booragoon","Unsafe or poor pedestrian crossing",2,"Vehicles do not stop at this crossing. The layout of the crossing is dangerous and has already been reported to Council and to Garden City.",115.8346349001,-32.0355493726
"Yanchep","60","Vehicles travel over the speed limit",1,"People in too much of a hurry. Over taking on double white lines, impatient drivers, speeding and lack of care for the safety of others.",115.694654654,-31.5468141725
"Chittering","95, Chittering","Poor road surface quality",1,"",116.0403032403,-31.5011824788
"Mount Barker (WA)","31082-31082 Albany Hwy, Mount Barker","Lacks overtaking opportunities",0,"Overtaking on double white lines",117.6264953613,-34.5673620077
"Melville (WA)","57 Redwood Cr, Melville","Little chance to turn/cross traffic",0,"",115.7994067669,-32.0440278308
"Muchea","3907-3907 Great Northern Hwy, Muchea","Poor road surface quality",2,"Road is very rough (feels like a cattle track) with a large dip just near the Benara Nursery driveway.  Disgraceful for a major highway.5",115.9922790527,-31.5492823774
"Webberton","Flores Rd & Webberton Rd, Webberton","Confusing layout",4,"There have been many accidents at this intersection",114.6256935596,-28.7465811198
"Byford","Abernethy Rd, Byford","Distraction issues",2,"A single lane road with entries/exits on both sides for 2 shopping centres, a 7/11 and KFC, a school, roads entering left and right.... just a nightmare with accidents waiting to happen!!",116.0062050819,-32.2216783223
"Baldivis","Eighty Rd & Sixty Eight Rd, Baldivis","Area requires lights/roundabout",3,"Area is too busy with school traffic for the standard x- insection news to be a roundabout to deal with the banking of traffic and proper parking bays on the side of the road to keep the parents and safe as they get out of their cars and walk to the school",115.7986208495,-32.3669941205
"Oakford","Nicholson Rd & Rowley Rd, Oakford","Confusing layout",5,"I have seen accidents and near misses and people realising the turn was there way too late. Rowley rd needs to join through nicholson.",115.9228148789,-32.180490265
"Hilbert","Hopkinson Rd, Brookdale","Tight curves or blind crests",0,"I have seen multiple cars that have turned the corner wrong and ended up in the drainage ditch. this is a really bad corner that is so frequently used. Rowley rd north really need a to get built through to hilbert road so that a proper intersection can get built here. a roundabout perhaps. anything would be better than nothing",115.9723614348,-32.1797350856
"Bayswater (WA)","4, Bayswater","Other",10,"Not much notice or signage for guildford road exit.doing 80 is too fast for such a tight bend.",115.9272418946,-31.9217341024
"Orana","Albany Hwy & South Coast Highway, Lockyer","Other",25,"I believe this intersection is already listed as high risk, currently a fuel station is being added which is beyond the comprehension of many locals.",117.86534070965057,-35.0030275628896
"Lesmurdie","Crystal Brook Rd & Welshpool Rd E, Lesmurdie","Little chance to turn/cross traffic",2,"Poor merging, traffic stopping, trucks changing lanes suddenly, general confusion over right of way after tuning left onto Welshpool Rd from Crystal Brook rd.",116.0337841635,-32.0114926655
"Sawyers Valley","94 & Old Northam Rd, Sawyers Valley","Area requires lights/roundabout",4,"",116.2645554543,-31.8804639102
"Sawyers Valley","94 & Old Northam Rd, Sawyers Valley","Tight curves or blind crests",3,"When leaving old northam rd to enter great eastern highway heading west you need to cross two lanes and then wait in the middle of the highway to try and slip in when there is a break in traffic. Impatient motorists will try and slip in behind you causing all sorts of chaos",116.2646023209,-31.880683246
"Scarborough (WA)","Corbett St & Stewart St, Scarborough","Vegetation/objects block visibility",0,"the road has cars parked on both sides so makes it hard to see vehicles coming",115.7705891132,-31.9012970628
"Kokeby","9272-9272 Great Southern Hwy, Kokeby","Poor road surface quality",4,"Lots of big trucks, narrow road with crumbling edges which aren't marked, almost no shoulder with a steep ditch. It is a road death waiting to happen.",116.983795166,-32.2209340459
"Leeming","13 & Findlay Rd, Leeming","Area requires lights/roundabout",1,"Accidents and near misses occur here daily.  Most near misses caused by traffic turning right into South st and failing to give way to traffic turning into Findlay St.  Need to modify this intersection and remove the ability to turn right into South St.  On any given morning tow trucks are parked at this intersection.",115.8614516258,-32.0659376765
"Hay (WA)","Denmark-Mount Barker Rd, Hay","Narrow road, lanes or bridges",4,"Narrow /poor road surface /no road shoulder",117.3809722136,-34.8785020423
"Spearwood","Rockingham Rd & Spearwood Ave, Spearwood","Little chance to turn/cross traffic",2,"There needs to be a filter arrow for people crossing Rockingham Road onto Spearwood Av. There is always a large amount of traffic which makes it difficult to turn.",115.7826590538,-32.1026984132
"Mount Helena","Cook St & Evans St, Mount Helena","Vehicles travel over the speed limit",1,"Frequently speeding cars/burnouts over crest of hill, narrow turning in/out of evans plenty of room to make a roundabout to curb both problems. ",116.2104898542,-31.8682712486
"Banjup","Jandakot Rd, Banjup","Tight curves or blind crests",0,"",115.8775663376,-32.1122406965
"Lathlain","Rutland Ave, Lathlain","Poor or no provision for cyclists",2,"Popular cycling route. Blind crest of hill on Bishopsgate St means it is dangerous for cars to overtake cyclists on this crest.",115.9004455805,-31.968394286
"Kwinana Beach","Mandurah Rd & Office Rd, East Rockingham","Area requires lights/roundabout",6,"During peak hours there are multiple crashes here due to Train line backing up well past the intersetion blocking views from people turning right. Main traffic files in from the Left and people at the turn block the vision.",115.7821655273,-32.2500198242
"Wooroloo","94 & Old Northam Rd, Wooroloo","Little chance to turn/cross traffic",11," Many times I have had near misses to and from work if there are trucks behind me or oncoming and wishing to turn and traffic is heavy the cars braking to turn are often in danger of being wiped out from both directions. It is very unsafe and scary at times. It requires another slip lane at least so that vehicles travelling from the west, wishing to turn left onto old Northam do not back up traffic, forcing cars to swerve around, often into oncoming cars or turning right waiting in the slip lane",116.3276410103,-31.8307532183
"Chidlow","Liberton Rd & Old Northam Rd, Chidlow","Tight curves or blind crests",1,"There is limited to no signage on Liberton Road when approaching Old Northam Road.  To date we have assisted at four individual incidents where the driver has no realised there is an intersection and they have ended up across the road either in the ditch or hitting the trees - lucky no one has suffered any severe injuries so far but really is only a matter of time.  I believe a roundabout at this intersection would alleviate these issues",116.2729239464,-31.8563500535
"Kwinana Beach","Office Rd, East Rockingham","Area requires lights/roundabout",1,"",115.7709163427,-32.2500288979
"Muchea","3907-3907 Great Northern Hwy, Muchea","Poor road surface quality",1,"This section of the Great Northern Highway is very poor and dangerous. I travel this part of the highway each day to and from work and have witnessed heavy vehicles  almost losing control as they negotiate the bumpy, pot-holled and uneven surface. Smaller vehicles travelling at the speed limit (110 km/h) also have difficulty negotiating thi section of road. When it rains the pot holes and uneven surface does not drain adequately leading to hydro-planing and excessive water  spraying about. ",115.99378108980001,-31.554566888300002
"Perth (WA)","53 & Wellington St, Perth","Poorly timed traffic light system",2,"The green signals should be synced with one one at Beaufort Street/Roe Street to provide the consistent flow for that. Traffic will bank up back to Roe Street especially in morning peak time.",115.861440897,-31.9522509953
"High Wycombe","3, High Wycombe","Poor road surface quality",0,"The road surface have poor quality and should be resurfaced to improve the road quality.",116.0128837824,-31.9519915508
"Jindalee (WA)","Brigantine Dr & Jindalee Blvd, Jindalee","Vegetation/objects block visibility",0,"People stop before the median strip because it is too short & then block traffic heading west.",115.6936633587,-31.650385794
"Butler (WA)","2 Marchwood Bvd, Butler","Tight curves or blind crests",0,"Cars pulling out in front of another.",115.6979253888,-31.6492030511
"Oakford","Thomas Rd, Oakford","Speed limit too high",0,"Regular fatal car accidents.  Thomas road has become too busy to be single lane. There are mulitble businesses lining the road and no space to overtake cars that have stopped to turn off.  Traffic is too fast.",115.9363174438,-32.2058293651
"Wilyabrup","3462-3470 Caves Rd, Wilyabrup","Narrow road, lanes or bridges",0,"",115.0304603577,-33.744254312
"Kingsley","Kingsley Dr, Kingsley","Vegetation/objects block visibility",1,"Return the speed limit to 60km/hr. Travelled on this road 5 days a week for 20 years and never seen an accident. It's a favourite for police to cash in with speed cameras",115.7889568806,-31.8098129456
"West Pinjarra","2, West Pinjarra","Hazardous roadside objects or trees",0,"The Forrest Highway has overgrown vegetation in the road verges that constitute a dangerous fire hazard over the warmer season. Much of the vegetation has volatile oils in its leaves and is highly flammable. Dry grass, large belts of Tea tree, eucalypts with dry litter at their base will support fire. On this Highway and similarly for the Kwinana Freeway with its restricted access and egress motorists can become trapped when a fire breaks out. Needs maintenance/ removal to keep small and safe.",115.7687759399,-32.6968884399
"Williams","30, Narrakine","Other",0,"Albany highway needs to be 3 lanes all the way   The traffic needs this why ??? High numbers of trucks  caravans & cars create impatient drivers who then pass in dangerous places.",116.6583251953,-32.8703602281
"Sawyers Valley","94 & Old Northam Rd, Sawyers Valley","Tight curves or blind crests",0,"There are several issues with this intersection. When exiting Old Northern Road and heading west on Great Eastern Highway the oncoming traffic from the east is travelling fast and difficult to see. Also it's hard to ascertain which lane they are in. In the morning the sun is blinding and the traffic is coming out of the sun. And this whole intersection area is frequently covered in fog in the winter making it even more hazardous.",116.2645560031,-31.8803628603
"Pallinup","Formby Rd S & Gnowangerup-Jerramungup Rd, Pallinup","Tight curves or blind crests",7,"Number of crashes & near misses. Poorly aligned intersection.",118.0656695366,-33.9614617089
"Bannister (WA)","446-516 Bannister-Marradong Rd, Bannister","Poor road surface quality",0,"when road is damp it becomes extremely slippery like ice & when doing 80km in 100km zone vehicle slide off the road into oncoming traffic",116.5006542206,-32.7459913007
"Woodlands (WA)","136 Rosewood Av, Woodlands","Little chance to turn/cross traffic",7,"Morning traffice from Rosewood Ave onto Pearson is very heavy and very challenging to exit Rosewood safely.",115.7972878218,-31.9106326478
"Yokine","Cape St & Flinders St, Yokine","Other",5,"Visibility for vehicles turning onto Flinders from Cape is very poor and it can be very congested, especially as peak hour, with cars waiting at/slowing down for the traffic lights which are a short distance away on Flinders/Blythe. Also, vehicles turning right from Flinders onto Cape have to cross two lanes and during peak hour it can be really difficult to see if cars are approaching in the far lane. I have seen lots of near misses and dangerous driver behaviour at this intersection.",115.8492207527,-31.9023536253
"Baldivis","2, Baldivis","Other",0,"This off ramp south bound needs to be longer, you have to slow before entering the ramp which is stupid coming off the freeway, all other on off ramps are longer enabling a smoother run up the ramp with out disrupting the flow of traffic travelling behind the car entering the off ramp ",115.8271086216,-32.32554485440002
"Middle Swan","Campersic Rd & Dalgety Rd, Herne Hill","Other",0,"Needs stop sign at t junction of Campersic and Toodyay. There have been several accidents here over the last 16 years.",116.04789733890003,-31.850148588200007
"King River","Millbrook Rd & Warren Rd, King River","Tight curves or blind crests",0,"1- Family member nearly killed in a collision at this intersection. 2 - Frequently tailgated by impatient drivers when turning into Warren Rd from Milbrook Rd. 3 - Other drivers seen frequently speeding in this section.",117.8896307945,-34.9308730368
"East Bunbury","1, East Bunbury","Other",0,"the right hand merge lane heading north on Forrest hwy from eelup is too short before the bridge and creates road rage, the right lane should be closed and made a right turn only so you must be in the left or center lane to exit onto forest hwy",115.6689834594,-33.3360499604
"Yornup","26154-26154 South Western Hwy, Yornup","Lacks overtaking opportunities",0,"I drive the highway between Bridgetown and Manjimup every day for work. I see many near misses due to lack of safe overtaking practices. This stretch of road has a high volume of traffic including logging trucks, transport trucks, holiday makers, buses and general trafic. The volume has progressively increased over the last few years. If there were overtaking lanes, less risks would need to be taken.",116.2010192871,-34.1214685814
"Ludlow","10, Ludlow","Poor road surface quality",1,"Multiple vehicle accidents",115.5212402344,-33.5875427176
"Paynedale","Goodwood Rd, Paynedale","Tight curves or blind crests",1,"Trucks and cars cross the middle line on the tight blind  bends. The worst was a meter over the line. Motor bikes hug the central line and someone will get taken out. Drivers who don�۪t know the road take the bends way to fast and I have seen up to 20 cars in the bush or paddocks in the past 10 years. We have had a death, we have been called to a motor bike fire when is slid out and ended up in the bush. I would say that at least 15 kms need attention in places. The road is used by cyclists also ",115.8155965805,-33.5908495537
"Glen Iris (WA)","Dodson Rd & South Western Hwy, Glen Iris","Area requires lights/roundabout",11,"Increased congestion and impatient drivers who overtake on left hand side. Poor road conditions and traffic lines up to and on railway line. Dangerous risks taken when long queues of traffic create impatience",115.6754243374,-33.3510088104
"Hazelmere","286-294 Stirling Cres, Hazelmere","Poor road surface quality",1,"The current Stirling Crescent in Hazelmere between Bushmead Road & Great Eastern Hwy Bypass is in poor condition and can�۪t cope with the number of trucks and vehicles that use it.",116.00908041,-31.9135196564
"Midland","Ferguson St & Great Eastern Hwy, Midland","Area requires lights/roundabout",0,"Numerous accidents and near misses.",116.0192406178,-31.8928076894
"Swan View","27-35 Talbot Rd, Swan View","Poor road surface quality",0,"Poorly maintained road surface. Bitumen cracking and the road rattles as you drive over.",116.0522961617,-31.8829874594
"Midland","8 The Avenue, Midland","Poor road surface quality",0,"Poorly maintained roundabout intersection. Cracked surface. One of the main entry points into Midland CBD high volume of traffic.",116.005614996,-31.8875424273
"Midland","The Crescent, Midland","Confusing layout",0,"",116.00884974,-31.8885718188
"Midland","Lloyd St, Midland","Poor road surface quality",1,"Poor street lighting and road surface on Lloyd Street between Morrison Road & Eddie Barron Drive.",116.0164511204,-31.8830056797
"Kununurra","Barringtonia Ave & Weaber Plain Rd, Kununurra","Area requires lights/roundabout",1,"Cars travel higher than the speed limit and few people stop at the stop signs.  The pedestrian crossing is poor so people tend to walk through the intersection and chance it with oncoming and turning vehicles. The road is supposed to be closed to road trains but they still come through. A number of fatalities have happened along Weaber Plain Road over the years and a roundabout would slow traffic improve the intersection and make it safer for pedestrians to cross.",128.7445414066,-15.7745783274
"Binningup","1 & Binningup Rd, Binningup","Little chance to turn/cross traffic",8,"At busy times, for example weekend and holidays extreme risk is required to join, or cross traffic via. Intersection.",115.7201457025,-33.1485527917
"Orana","8-8 Anson Rd, Orana","Poor road surface quality",0,"The road is cratered and patch so much it�۪s like driving across corrigated road. This is a long overdue section that requires attention and not just a patch job.",117.8580451012,-34.9933050138
"Padbury","McWhae Rd, Hillarys","Other",0,"Lacks left turning lane from Marmion Avenue into McWhae Road, which caused several crashes there",115.7566469908,-31.8120694723
"Marbelup","Marbelup Rd & South Coast Hwy, Marbelup","Little chance to turn/cross traffic",0,"The speed limit is 110kms when pulling out from Marbelup Rd turning right with a horse float/trailer I have had several near misses with traffic coming around the bend having to either overtake me or brake heavily as I am turning, there should be perhaps warning signs to slow down? ",117.7176690102,-34.9838955627
"Lockyer (WA)","2 & Parker St, Lockyer","Little chance to turn/cross traffic",0,"It's a hazard, cars trying to cross over in to the flow of the traffic have coursed problems on the parts, there has been collisions as well. I believe closing of this road and making it a dead end will make traffic flow on and off the main Round about much better",117.8647398949,-35.0038031199
"Tapping","359 & Nambi Pkwy, Banksia Grove","Little chance to turn/cross traffic",0,"A number of serious accidents including fatalities of children.",115.8044666809,-31.7107718543
"Kendenup","Lake Matilda Rd & Red Gum Pass Rd, Kendenup","Confusing layout",2,"Drivers never give way to Redgum Pass rd. Needs more paint and signage.",117.6297967009,-34.484080782
"Kununurra","1, Kununurra","Unsafe or poor pedestrian crossing",1,"Main crossing point for the Victoria Highway (National Highway 1) in Kununurra for children walking and cycling to school and other pedestrian traffic.  The crossing point is wide with a poor median strip and the path and road surfaces do not join (there is a small strip that is unsealed) where users could fall, this also makes it difficult for disabled users (wheelchair, goffer) to use the crossing.  ",128.7435168028,-15.7784345939
"Mount Barker (WA)","30 & West Beattie Rd, Kendenup","Tight curves or blind crests",7,"Turning right onto Albany high way from West Beattie road with southbound heavy vehicles traveling at 100-110kph over a blind crest.",117.5948205133,-34.52270877
"Kununurra","Old Darwin Rd, Kununurra","Confusing layout",0,"4-way intersection with the main road turning 90 degrees.  The road should be realigned",128.7663638592,-15.8130241395
"Rockingham (WA)","Flinders Ln & Kent St, Rockingham","Confusing layout",1,"Cannot see cars coming when at stop signs",115.732448101,-32.2753318431
"Port Kennedy","Pamplona Blvd & Warnbro Sound Ave, Port Kennedy","Poor road surface quality",0,"There are pot holes in the road turning corner",115.7622528076,-32.35431614190001
"Claremont (WA)","326-326 Stirling Hwy, Claremont","Poor or no provision for cyclists",0,"Buses can�۪t pull over so hold up traffick causing accidents, people turning right hold up triffid, roundabouts would solve this, No cycle lane ",115.7803201675,-31.9835814977
"Capel","10 & Tuart Dr, Capel","Lacks median strip/traffic separation",9,"The lack of dual lanes from Capel to Busselton makes Bussell Highway one of the most dangerous road in WA. 2 fatalities in 12 months on this road and many other lucky escapes. The route to the #1Tourist destination in the state should be safer and dual laned.14000 people use this road daily at 110kph, many travel to and from work, single lanes with slow moving trucks or tractors during peak can make the trip from Bunbury/Busselton double in time from 30 min to 1 hour.",115.5248236656,-33.5762806494
"Centennial Park (WA)","95-95 Sanford Rd, Centennial Park","Little chance to turn/cross traffic",3,"It is often congested and I don't like how long you wait to turn out.Often its difficult to know whether it is safe to go also.",117.8834697604,-35.0088693254
"Bowes","1, Bowes","Lacks overtaking opportunities",2,"from Geraldton to Northhampton - poor road alignment, narrow sealed surface, many corners and crests - this road needs a complete reconstruction. It is part of the major road link to the rest of the north of the state, and carries a lot of heavy traffic, farm vehicles, tourists and commuters.",114.6272277832,-28.4901174484
"Capel","Bussell Hwy, Capel","Lacks median strip/traffic separation",4,"",115.5325609179,-33.5685327295
"Brunswick (WA)","219-459 Clifton Rd, Brunswick","Tight curves or blind crests",0,"We have lost 2 lives on this section road and a few minor accidents",115.8092021942,-33.2648145656
"Picton East","1 & Hynes Rd, Picton East","Little chance to turn/cross traffic",4,"Multiple major motor vehicle  accidents in a small time frame",115.7316702604,-33.3191520631
"Glen Iris (WA)","Vittoria Rd, Glen Iris","Poorly timed traffic light system",1,"�ۢDrivers continuously cutting other motorists off �ۢpoorly timed lights at intersection  �ۢ",115.6795012951,-33.3365250258
"Bibra Lake","14 & Discovery Dr, Bibra Lake","Little chance to turn/cross traffic",12,"",115.8169940114,-32.0986744515
"Ruabon","10, Ruabon","Narrow road, lanes or bridges",3,"Bussell Hwy between Capel and Busselton I have seen a lot of drivers sitting 20kms under the speed limit, sometimes more, and little opportunity to overtake. Narrow and bumpy surfaces. This should be dual carriageway both ways all the way.  Drivers get impatient with slow incompetent drivers so push to overtake  (even if not meant to sometimes, I have seen this) and many have caused accidents and many near misses. It is a very busy section of road and only getting busier. How many more must die?",115.4483511844,-33.640730381
"West Leederville","72 & Kimberley St, West Leederville","Other",0,"Large entering and exiting points and hard to gauge which lane oncoming traffic is in from the west to east entering into lake monger drive causing risk taking/ sometimes incorrect assumption of which lane approaching vehicles are in due to poor visibility as traffic approaches around slight bend.",115.8345222473,-31.9343544328
